source,id,velocity_mean,pause_rate,curvature_mean,angle_var,jerk_mean
windmouse,seed0_s5,280.3767123716987,0.8810408921933085,0.6845230826621459,1.7593025368212092,6993254.737051388
windmouse,seed0_s6,369.4674163215147,0.8610206297502715,0.49773667195478744,1.9160390489078105,9974817.219183283
windmouse,seed0_s7,396.77986513982995,0.8500563697857948,0.7152318083362997,1.6634771937797346,10915053.15980603
windmouse,seed0_s8,375.95567329086083,0.8784722222222222,0.5046626517267406,1.9049824456307787,9580055.043700797
windmouse,seed0_s9,314.50978226355903,0.8480801335559266,0.9049224959284381,1.7341949411177182,7436421.199347965
windmouse,seed0_s10,415.11736597823693,0.8516320474777448,0.544212092335174,1.8981449886015196,11893737.314022629
windmouse,seed0_s11,329.59497576782496,0.8526048284625158,0.6961814789549916,1.7464118889372195,8531489.25940397
windmouse,seed0_s12,383.435594017067,0.8447653429602888,0.5293568147037916,1.7578730095949184,9729357.358421892
windmouse,seed0_s13,385.64021953780804,0.8441558441558441,0.2138803260597117,1.6979464343163433,10589515.641729627
windmouse,seed0_s14,411.1657989310485,0.8333333333333334,0.9862356020963051,1.952739710297008,11020477.821644874
windmouse,seed0_s15,336.8656536480839,0.8650887573964497,0.531702430201886,1.9393152569090715,8952242.746407341
windmouse,seed0_s16,418.7800427152151,0.8466666666666667,0.2861881251615072,1.8662718048597344,11857215.881162757
windmouse,seed0_s17,406.8971129721033,0.8394618834080717,0.6681192972879473,1.9022395277083752,11122594.629043443
windmouse,seed0_s18,354.641865944437,0.8369723435225619,0.9374430862528661,1.5777006798839237,9929775.353656562
windmouse,seed0_s19,354.29591939587596,0.8530092592592593,0.9892089955659,1.9124817754752768,9006556.80866497
windmouse,seed1_s0,408.1857606508761,0.8513513513513513,0.4821079958690376,2.069803561961631,11269412.60251866
windmouse,seed1_s1,347.62823735810696,0.8540772532188842,0.9070805773568922,1.6744383686511795,8791536.580930926
windmouse,seed1_s2,401.7814445549488,0.8384353741496599,1.0889009470066395,1.9806946352157577,10608232.460345097
windmouse,seed1_s3,292.70875175397254,0.8690614136732329,0.6381068621438745,1.8575008650344125,7204688.899419449
windmouse,seed1_s4,359.3467378459924,0.8519503546099291,0.41563975713335705,1.987677898717378,9247008.074758904
windmouse,seed1_s5,381.4990482045784,0.8557692307692307,0.46358901546901676,1.8578958066212947,10414369.975896567
windmouse,seed1_s6,390.1625266015867,0.8402922755741128,0.2776665311550603,2.039050693476465,10273417.09997987
windmouse,seed1_s7,373.3544784774613,0.8387096774193549,0.8713513085388553,1.9221148564897241,9961166.434822606
windmouse,seed1_s8,369.210024767463,0.8562367864693446,0.6922327832714102,1.8673612761870195,10458928.109934421
windmouse,seed1_s9,350.9441465168304,0.859882005899705,0.5271752987006072,1.767458355154631,9171224.07599167
windmouse,seed1_s10,369.0945753510581,0.8445040214477212,0.5707862814619497,1.718181286853419,10247689.965603951
windmouse,seed1_s11,352.8219058869782,0.8367983367983368,0.6103361759894854,2.0416837962319545,9761784.12907368
windmouse,seed1_s12,455.6947269426936,0.8308823529411765,0.6603262297464519,1.7337881532419264,12760429.6890117
windmouse,seed1_s13,314.96601816684534,0.859880239520958,0.5441202314366493,1.7853928977949765,7995602.6962743495
windmouse,seed1_s14,383.0604278104606,0.857307249712313,0.40238079829665935,2.0427611594039514,10355326.435443237
windmouse,seed1_s15,368.31759673355725,0.8447937131630648,0.7455667604838532,1.8652686529705147,9956538.235420343
windmouse,seed1_s16,345.12484240301285,0.8442265795206971,0.9261098116093343,1.6113259715290982,9310090.830582673
windmouse,seed1_s17,429.3611283120249,0.8569182389937107,0.8545515803896081,1.864898488428178,12249790.138933377
windmouse,seed1_s18,339.35147140269197,0.8585055643879174,0.8757731727250867,1.8941441931227798,8966902.410820104
windmouse,seed1_s19,363.2293443453632,0.8413251961639059,0.4676974925025097,1.8459483240796133,9912018.90171338
windmouse,seed2_s0,419.86767818023776,0.8218859138533178,0.533268812634136,2.091077042826169,11579522.012497894
windmouse,seed2_s1,349.41885049355943,0.8558282208588958,0.3918549178522947,1.7869590522931968,9550834.536654646
windmouse,seed2_s2,344.5771285923012,0.8511198945981555,0.6230164286064496,1.9293176857698462,9265956.134519413
windmouse,seed2_s3,343.307124592812,0.8519764507989908,0.2300907379636825,2.023622289625373,9316988.9078057
windmouse,seed2_s4,368.71853524678005,0.850956696878147,0.8505769161810944,1.7900512030271492,9832654.819420006
windmouse,seed2_s5,383.5977491171019,0.8582089552238806,0.5760299638643707,1.8480839429156972,10435585.5217149
windmouse,seed2_s6,401.2501871818718,0.8605990783410138,0.7351547840579071,1.9088664843716634,11160462.255663998
windmouse,seed2_s7,347.3203881219888,0.8629550321199143,0.4768076363654227,2.0048027864683813,9181028.440534003
windmouse,seed2_s8,399.00732108283125,0.8654580152671756,0.3395368857317889,1.7434173225772234,11019172.696748856
windmouse,seed2_s9,397.55267320061995,0.831858407079646,0.496917563841976,1.9381839254728148,10544427.483395727
windmouse,seed2_s10,367.80400710440864,0.8509316770186336,0.559813983973566,1.9607930369420856,10256043.228135096
windmouse,seed2_s11,362.175066370795,0.8610729023383769,0.7815593108084536,1.9545048171866182,9556180.089047026
windmouse,seed2_s12,385.3708015532645,0.8370044052863436,0.6016865329877148,1.5929574133520152,10120680.337888276
windmouse,seed2_s13,437.6715662234225,0.8416243654822335,0.6580833819128866,1.9411717331450036,12197547.76580386
windmouse,seed2_s14,319.39915517719544,0.8669950738916257,0.4533029478482726,1.8480925527360794,8585367.16768374
windmouse,seed2_s15,293.1196798484534,0.8596713021491783,0.29580934087715477,1.8288982965391138,7017879.861596651
windmouse,seed2_s16,284.7395378814017,0.876984126984127,0.5825918706638731,1.6878531932985823,6468498.42571091
windmouse,seed2_s17,395.8695731266051,0.8458376156217883,0.5611660237875794,1.783231978909403,10662989.097027205
windmouse,seed2_s18,375.8908568552447,0.8694444444444445,0.5879636431271117,1.7112424972965932,9579601.309165485
windmouse,seed2_s19,421.0846109570252,0.8451882845188284,0.6822840279840892,1.7391625037864287,11611972.04196706
sapiagent,seed0_s0,203.9443583612664,0.85546875,4.6091895926948805,1.859184134793591,7477225.655016544
sapiagent,seed0_s1,218.7059358603694,0.8444010416666666,2.894685337710006,1.8418065528517271,7260943.647203945
sapiagent,seed0_s2,240.14995670982077,0.857421875,2.7850809791928857,1.8050049794008671,8085434.498692389
sapiagent,seed0_s3,239.98019790583223,0.8580729166666666,3.0502517182480644,1.7991204896656758,7841912.123441753
sapiagent,seed0_s4,229.63526206067422,0.8600260416666666,2.995687129456028,1.689513766841212,7394399.480800252
sapiagent,seed0_s5,204.07088864313857,0.8509114583333334,3.53859774295209,1.6417656387629973,7247677.951476696
sapiagent,seed0_s6,235.19510407142843,0.8587239583333334,3.5547994553338995,1.9166242610008795,7954242.738043944
sapiagent,seed0_s7,201.4882582958552,0.8665364583333334,3.181597247056764,1.8666575975895534,6568651.272161794
sapiagent,seed0_s8,192.71621797996417,0.8541666666666666,4.57315088990983,1.8808999349678324,6828530.689246994
sapiagent,seed0_s9,245.32849827464943,0.859375,2.413387955620118,1.7883412474793299,8275349.680333306
sapiagent,seed0_s10,234.67704700202012,0.849609375,3.7772842083551708,1.9926140950319855,7745901.383083385
sapiagent,seed0_s11,292.3277608074682,0.85546875,1.787713440803864,1.8892866493664786,9642950.248321863
sapiagent,seed0_s12,201.91496797303094,0.8561197916666666,3.7770760447036156,1.8182578000923022,7277401.554288797
sapiagent,seed0_s13,227.3382857072319,0.853515625,2.7767053169739078,1.7742986243142025,8335999.595202682
sapiagent,seed0_s14,294.7080767178369,0.845703125,1.9217781458266527,1.7043227973855801,8466698.882569276
sapiagent,seed0_s15,192.50261387713826,0.8509114583333334,4.227461526097895,1.6475573611658874,7002368.79368956
sapiagent,seed0_s16,233.92588325137754,0.8307291666666666,5.5515096083695346,1.7436715482108351,9348817.529886402
sapiagent,seed0_s17,194.7019895658053,0.84375,3.7564195170698103,1.548831088498062,7157929.131262687
sapiagent,seed0_s18,238.27947061356625,0.837890625,3.707752282768165,1.732155820330224,8349761.873568572
sapiagent,seed0_s19,228.27663259701728,0.849609375,4.340972834589493,1.7994315380412684,8115593.092234045
sapiagent,seed1_s0,171.3212412092931,0.8619791666666666,4.792407403559947,1.7688098097116018,6154791.032766502
sapiagent,seed1_s1,240.75962393027638,0.8548177083333334,3.448250259702764,2.0064493916741366,7908081.238571458
sapiagent,seed1_s2,219.86590471693862,0.8619791666666666,3.3785589364159705,1.7349320262401977,7337601.927794139
sapiagent,seed1_s3,244.0466941523997,0.859375,3.244019529270853,1.9739696775955207,7303385.417039623
sapiagent,seed1_s4,244.5023081270705,0.8385416666666666,2.973737213718717,1.9462637424867544,8233912.0273696035
sapiagent,seed1_s5,211.17171046364572,0.845703125,3.401160440770028,1.567395937930616,7276060.525339191
sapiagent,seed1_s6,218.47992228680008,0.8541666666666666,3.4226578320080576,1.6621970243418933,7403100.675456487
sapiagent,seed1_s7,226.62345242142578,0.8567708333333334,3.3851535357465754,1.6845072154716023,7335343.793476771
sapiagent,seed1_s8,169.0817114074092,0.8600260416666666,4.6246874445004185,1.6873379480378863,6338849.227533502
sapiagent,seed1_s9,220.41262362806836,0.8567708333333334,2.7064117138197474,1.720734375990095,7695332.190149996
sapiagent,seed1_s10,243.54687835465987,0.8587239583333334,3.302141257916372,1.6693495383004802,8112954.294223882
sapiagent,seed1_s11,263.2509116996932,0.8470052083333334,2.981080282108002,1.9279798069163694,8497774.565155659
sapiagent,seed1_s12,175.9317411261453,0.8587239583333334,3.494135303604119,1.7719739916220667,6436546.911644224
sapiagent,seed1_s13,238.6384643674165,0.849609375,2.389230647580179,1.8495082553467352,7856146.232732631
sapiagent,seed1_s14,253.2104972925048,0.8502604166666666,2.1598540264584,1.682456670042726,7479981.22067098
sapiagent,seed1_s15,169.46751556598224,0.8600260416666666,3.273442200462887,1.6591310297528943,6281964.223100963
sapiagent,seed1_s16,177.32844459374232,0.8600260416666666,5.386504279941053,1.8206427101195937,6714660.4398903
sapiagent,seed1_s17,189.17283544247525,0.8522135416666666,4.478452273313493,1.6076333827179499,6936771.685571857
sapiagent,seed1_s18,232.29924576588687,0.8515625,4.518004153595139,1.756067085260837,7381324.884359826
sapiagent,seed1_s19,199.80800533007712,0.857421875,5.473263248384761,1.9864070832348084,7170673.941929442
sapiagent,seed2_s0,203.62680100100752,0.849609375,5.160981610043462,1.990173252158906,7533447.037702811
sapiagent,seed2_s1,224.19496765639144,0.8671875,2.430609770202735,1.6043785486945072,7002746.505362965
sapiagent,seed2_s2,189.92503833265005,0.8561197916666666,3.670082510614973,1.8566588643581265,6692648.046903417
sapiagent,seed2_s3,246.61242846495608,0.841796875,3.2188588076931253,1.8961058843619591,7793967.240518448
sapiagent,seed2_s4,237.66513308262952,0.8404947916666666,2.7356001015820675,1.7342671179844593,8021841.4930822505
sapiagent,seed2_s5,183.4967356935833,0.849609375,3.2412305093786196,1.6465144565860483,6422083.700931775
sapiagent,seed2_s6,227.63613019479158,0.865234375,3.498998687579025,1.7288625396288193,7518513.625222835
sapiagent,seed2_s7,288.22530678488664,0.828125,3.5384206566568306,1.812689387458711,9092726.189784179
sapiagent,seed2_s8,167.66764770060513,0.86328125,4.96045080809375,1.7658367733130438,6000306.901163812
sapiagent,seed2_s9,219.96559713873725,0.865234375,2.967070473632648,1.8593752144446685,7353436.4443819
sapiagent,seed2_s10,268.5441939185994,0.8483072916666666,2.8352361081576802,1.7702505551539593,8990199.876793325
sapiagent,seed2_s11,245.1053594395606,0.865234375,1.8987904650421428,1.830934593290811,7813077.812421948
sapiagent,seed2_s12,232.91248118194713,0.8463541666666666,3.4102470223369594,1.7817403875369098,8205800.816484193
sapiagent,seed2_s13,197.547002747522,0.8541666666666666,2.553336891541228,1.8993828006009918,6656037.723395762
sapiagent,seed2_s14,299.8090257079277,0.8483072916666666,2.0966146207956746,1.8631521229693229,8643279.366879573
sapiagent,seed2_s15,191.63600233198986,0.8463541666666666,4.8478019043550375,1.7502440386621017,7684884.358796154
sapiagent,seed2_s16,191.6194960002349,0.853515625,4.7735737930333295,1.8305436976735816,7396151.460334666
sapiagent,seed2_s17,177.26775864188696,0.8424479166666666,4.073767548109303,1.7355270381816121,6564899.776863445
sapiagent,seed2_s18,210.11539370610345,0.857421875,4.242571466765877,1.678579203902115,6914239.892759055
sapiagent,seed2_s19,195.42953276302822,0.8704427083333334,5.663412879960776,1.9146936253685507,6516251.531516074
dmtg,seed0_s0,504.8191861231084,0.857421875,0.9818053877683628,1.8644376767681878,10114850.042562393
dmtg,seed0_s1,511.4664610624168,0.8463541666666666,1.558765393635272,1.8436659176311925,8900034.856054122
dmtg,seed0_s2,511.6043648186698,0.8561197916666666,1.4111901888706297,1.9177153655580295,9901722.979391104
dmtg,seed0_s3,469.95761736681493,0.859375,1.1193427028625056,1.8283479992997191,9257871.332507992
dmtg,seed0_s4,424.5822218931712,0.8639322916666666,0.9954687936233118,1.978785114317705,8386708.854743409
dmtg,seed0_s5,512.3803121576734,0.8483072916666666,0.9874458886071751,1.9826124811344077,9872270.170513846
dmtg,seed0_s6,540.9673515466329,0.8580729166666666,1.540092775644565,2.0084857067233037,10194128.489137365
dmtg,seed0_s7,485.700109915321,0.8671875,1.3753616141251779,1.9267156599555317,7687692.911471513
dmtg,seed0_s8,650.4510973978346,0.8515625,0.3877924292458063,1.8849305856486687,9636850.213615103
dmtg,seed0_s9,645.7699044290603,0.8626302083333334,0.4072442177760081,1.8761881175061927,10769972.827962235
dmtg,seed0_s10,535.6404408304735,0.8444010416666666,1.2310079739461204,1.8127465690297144,10754941.306267522
dmtg,seed0_s11,573.6360398882429,0.8626302083333334,0.726425123921886,1.9907124585515492,11450151.322974736
dmtg,seed0_s12,458.91012999200393,0.8509114583333334,1.5342726538316356,1.8861587081888582,9032951.153329564
dmtg,seed0_s13,499.05199318730405,0.857421875,0.9615192351823308,1.8388064050925392,9815206.75204937
dmtg,seed0_s14,522.7096679239811,0.8411458333333334,1.0785098701947298,1.9651491045359835,11200314.366905613
dmtg,seed0_s15,533.5084729801098,0.8541666666666666,0.7486264209135775,1.8155534767851735,9315744.721062167
dmtg,seed0_s16,715.8488886401286,0.8274739583333334,0.3847365783829098,1.868328508373628,12934068.355321595
dmtg,seed0_s17,415.0976910691206,0.8463541666666666,1.9236432320812031,1.8666309749913101,8788711.495638201
dmtg,seed0_s18,483.13140784185043,0.8463541666666666,0.8082554747803309,1.9334030658904984,9467884.531032965
dmtg,seed0_s19,591.9795050831095,0.8385416666666666,0.9372757611300879,1.9041378119462686,12208344.87575987
dmtg,seed1_s0,508.15697218221175,0.8658854166666666,1.1900435863773577,1.8132388977969436,8333397.34490703
dmtg,seed1_s1,550.8044658495485,0.853515625,0.40563562718785406,1.9557374949211974,10592955.424258554
dmtg,seed1_s2,560.2154021138061,0.8587239583333334,2.478450265213893,1.6797335038087202,9106447.82069645
dmtg,seed1_s3,441.1565856189066,0.8567708333333334,1.4888397078757432,1.7679318087279956,8717385.08796282
dmtg,seed1_s4,562.5430925260144,0.8391927083333334,0.32766186514140466,2.118816386374477,10853861.440231673
dmtg,seed1_s5,552.1002408785134,0.83984375,0.7669375895698322,1.7960868601880637,10102810.589906491
dmtg,seed1_s6,476.2131838725211,0.853515625,1.192089826730063,1.812463400267037,9176277.038142895
dmtg,seed1_s7,548.0158635534499,0.85546875,0.831305330404923,1.9056441228481311,9896308.023681767
dmtg,seed1_s8,448.00633490660056,0.859375,1.4338563297861207,1.9181590221913492,8107970.800718811
dmtg,seed1_s9,563.4924376034772,0.859375,0.5273598487611842,1.9990548679145348,9876722.03029665
dmtg,seed1_s10,524.1283357417785,0.8619791666666666,1.3809469372064151,1.8000939416650146,9600232.6629091
dmtg,seed1_s11,493.0843888659918,0.8541666666666666,1.3425722020445858,1.8211976104623213,10610338.073167926
dmtg,seed1_s12,461.7461225133541,0.85546875,1.562868675607324,1.973085679781904,9284942.690462377
dmtg,seed1_s13,412.6923449859734,0.8567708333333334,1.7032532494519523,1.844746406190866,8551915.200362658
dmtg,seed1_s14,583.3989879111059,0.84765625,0.8917805642066253,1.9959309137496681,9739578.405450938
dmtg,seed1_s15,459.3023270306615,0.8606770833333334,0.6763686141768024,1.7688977804551154,8008032.209419027
dmtg,seed1_s16,492.2300723086232,0.8580729166666666,1.5342566327680986,1.9768554143793355,9026324.763026526
dmtg,seed1_s17,513.5248676243948,0.8580729166666666,0.5725628540929496,1.7231343062891353,9254244.99033057
dmtg,seed1_s18,565.1348245369359,0.8470052083333334,1.0831123306988617,1.949227638081679,9660495.088925587
dmtg,seed1_s19,466.11668366887324,0.8645833333333334,1.1201504568936917,1.8692170339028593,9136956.764492406
dmtg,seed2_s0,623.9094029189232,0.8430989583333334,0.6763046099594608,1.7988965098040173,11308833.340663763
dmtg,seed2_s1,459.08867172983065,0.8658854166666666,1.05627297047608,1.8660621568592355,9041130.451140752
dmtg,seed2_s2,432.5783877426405,0.8580729166666666,1.7079135269316186,1.8742540954369988,8487816.822068723
dmtg,seed2_s3,622.3199312121989,0.83984375,0.9002631474460671,1.6011403560710828,10364314.548539178
dmtg,seed2_s4,506.8101366224567,0.8391927083333334,1.389114046581071,1.821973118113548,9898485.71653152
dmtg,seed2_s5,506.6929793387673,0.8463541666666666,0.5369784507727368,1.8053432676471182,8763645.013353638
dmtg,seed2_s6,534.1465597379614,0.8626302083333334,0.8419968125169581,1.9159963351748057,10388875.102817548
dmtg,seed2_s7,537.669274615866,0.8333333333333334,0.9909212040090044,1.8498285219653399,10923495.817030253
dmtg,seed2_s8,567.9953274886876,0.869140625,0.7658974727811719,1.9777426857523357,7540974.236221154
dmtg,seed2_s9,495.4828417680835,0.8639322916666666,0.6130399817313655,2.0218495064134254,9298640.606972046
dmtg,seed2_s10,605.8756094033723,0.8391927083333334,1.4867021186473242,1.9568807968383148,10856100.707925636
dmtg,seed2_s11,702.3424871022522,0.8645833333333334,0.22597117675649656,1.984237330375809,11670459.639522662
dmtg,seed2_s12,559.9119701625409,0.8489583333333334,1.0369393204420108,2.0419734458673533,10474145.180586653
dmtg,seed2_s13,630.1751451038382,0.85546875,0.6812410173169101,1.8205635191058154,9829009.892715722
dmtg,seed2_s14,495.9580281460838,0.859375,1.1240617421982204,1.8203017809324094,8671838.186726889
dmtg,seed2_s15,599.53001156314,0.8430989583333334,0.27918738691415546,1.768528627654391,11861389.20882407
dmtg,seed2_s16,484.034090846251,0.8541666666666666,1.7829656622853107,1.887970005541349,9467877.659742817
dmtg,seed2_s17,553.0648211473714,0.84375,0.7368616436259593,1.9564661863362618,9638741.21589852
dmtg,seed2_s18,540.1725514563659,0.8470052083333334,0.5476311622974128,1.9401371728142784,9160453.479254087
dmtg,seed2_s19,450.6193605413869,0.8697916666666666,0.7565262236425448,1.795346516386134,9113169.030965222
